tweet_id,favorites,retweets,user_followers,user_favourites,date_time
855860136149123072,5147,1067,7431632,139602,2017-04-22 19:05:32
855857698524602368,12081,2191,7431632,139602,2017-04-22 18:55:51
855851453814013952,46312,18333,7431632,139602,2017-04-22 18:31:02
855818117272018944,27139,5629,7431632,139602,2017-04-22 16:18:34
855459453768019968,30565,8524,7431632,139602,2017-04-21 16:33:22
855245323840757760,0,6212,7431632,139602,2017-04-21 02:22:29
855138241867124737,0,48,7431632,139602,2017-04-20 19:16:59
854732716440526848,23368,6361,7431632,139602,2017-04-19 16:25:34
854482394044301312,30027,7157,7431632,139602,2017-04-18 23:50:52
854365224396361728,19357,4884,7431632,139602,2017-04-18 16:05:17
854120357044912130,32761,7815,7431632,139602,2017-04-17 23:52:16
854010172552949760,16616,3294,7431632,139602,2017-04-17 16:34:26
853760880890318849,29347,6064,7431632,139602,2017-04-17 00:03:50
853639147608842240,35811,10606,7431632,139602,2017-04-16 16:00:07
853299958564483072,15952,3738,7431632,139602,2017-04-15 17:32:18
852936405516943360,0,2107,7431632,139602,2017-04-14 17:27:40
852912242202992640,9319,1927,7431632,139602,2017-04-14 15:51:39
852672615818899456,15360,2261,7431632,139602,2017-04-13 23:59:28
852553447878664193,16861,3691,7431632,139602,2017-04-13 16:05:56
852311364735569921,34139,10382,7431632,139602,2017-04-13 00:03:59
852226086759018497,20616,7143,7431632,139602,2017-04-12 18:25:07
852189679701164033,11823,1666,7431632,139602,2017-04-12 16:00:27
851953902622658560,0,10143,7431632,139602,2017-04-12 00:23:33
851861385021730816,0,23,7431632,139602,2017-04-11 18:15:55
851591660324737024,16725,3654,7431632,139602,2017-04-11 00:24:08
851464819735769094,25083,7450,7431632,139602,2017-04-10 16:00:07
851224888060895234,21364,6031,7431632,139602,2017-04-10 00:06:42
850753642995093505,32103,9792,7431632,139602,2017-04-08 16:54:09
850380195714523136,13513,2761,7431632,139602,2017-04-07 16:10:12
850333567704068097,3550,352,7431632,139602,2017-04-07 13:04:55
850145622816686080,16904,4046,7431632,139602,2017-04-07 00:38:06
850019790995546112,21196,5176,7431632,139602,2017-04-06 16:18:05
849776966551130114,31570,8034,7431632,139602,2017-04-06 00:13:11
849668094696017920,0,5245,7431632,139602,2017-04-05 17:00:34
849412302885593088,16458,3325,7431632,139602,2017-04-05 00:04:08
849336543269576704,11844,1997,7431632,139602,2017-04-04 19:03:06
849051919805034497,44087,9024,7431632,139602,2017-04-04 00:12:06
848690551926992896,26173,4574,7431632,139602,2017-04-03 00:16:10
848324959059550208,25712,4882,7431632,139602,2017-04-02 00:03:26
848213670039564288,8485,794,7431632,139602,2017-04-01 16:41:12
848212111729840128,16958,3259,7431632,139602,2017-04-01 16:35:01
847978865427394560,0,3455,7431632,139602,2017-04-01 01:08:10
847971574464610304,0,457,7431632,139602,2017-04-01 00:39:12
847962785489326080,24455,5411,7431632,139602,2017-04-01 00:04:17
847842811428974592,5699,1427,7431632,139602,2017-03-31 16:07:33
847617282490613760,7292,451,7431632,139602,2017-03-31 01:11:22
847606175596138505,19538,3606,7431632,139602,2017-03-31 00:27:14
847251039262605312,21283,4564,7431632,139602,2017-03-30 00:56:03
847157206088847362,20792,6224,7431632,139602,2017-03-29 18:43:12
847116187444137987,22307,3396,7431632,139602,2017-03-29 16:00:12
846874817362120707,20930,4178,7431632,139602,2017-03-29 00:01:05
846514051647705089,46540,12350,7431632,139602,2017-03-28 00:07:32
846505985330044928,14731,3292,7431632,139602,2017-03-27 23:35:28
846153765933735936,33066,9657,7431632,139602,2017-03-27 00:15:53
846139713627017216,32191,10510,7431632,139602,2017-03-26 23:20:02
846042936437604353,16671,3083,7431632,139602,2017-03-26 16:55:29
845812042753855489,30592,9326,7431632,139602,2017-03-26 01:38:00
845677943972139009,26208,5095,7431632,139602,2017-03-25 16:45:08
845397057150107648,7973,1932,7431632,139602,2017-03-24 22:08:59
845306882940190720,24355,5749,7431632,139602,2017-03-24 16:10:40
845098359547420673,0,8175,7431632,139602,2017-03-24 02:22:04
844979544864018432,14244,2756,7431632,139602,2017-03-23 18:29:57
844973813909606400,15800,3433,7431632,139602,2017-03-23 18:07:10
844704788403113984,40467,11051,7431632,139602,2017-03-23 00:18:10
844580511645339650,17221,3361,7431632,139602,2017-03-22 16:04:20
844223788422217728,14252,2346,7431632,139602,2017-03-21 16:26:50
843981021012017153,15814,3121,7431632,139602,2017-03-21 00:22:10
843856843873095681,22391,4944,7431632,139602,2017-03-20 16:08:44
843604394117681152,17668,2946,7431632,139602,2017-03-19 23:25:35
843235543001513987,22484,6474,7431632,139602,2017-03-18 22:59:54
842846295480000512,15930,3847,7431632,139602,2017-03-17 21:13:10
842765311967449089,7067,1362,7431632,139602,2017-03-17 15:51:22
842535590457499648,18948,3748,7431632,139602,2017-03-17 00:38:32
842163532590374912,25642,6212,7431632,139602,2017-03-16 00:00:07
842115215311396866,14675,3245,7431632,139602,2017-03-15 20:48:07
841833993020538882,0,16442,7431632,139602,2017-03-15 02:10:39
841680585030541313,26865,8303,7431632,139602,2017-03-14 16:01:03
841439858740625411,13246,3929,7431632,139602,2017-03-14 00:04:30
841320156043304961,20713,5822,7431632,139602,2017-03-13 16:08:50
841314665196081154,16598,5029,7431632,139602,2017-03-13 15:47:01
841077006473256960,24016,5694,7431632,139602,2017-03-13 00:02:39
840761248237133825,0,1883,7431632,139602,2017-03-12 03:07:56
840728873075638272,0,17396,7431632,139602,2017-03-12 00:59:17
840698636975636481,188,2,7431632,139602,2017-03-11 22:59:09
840696689258311684,12911,1052,7431632,139602,2017-03-11 22:51:24
840632337062862849,9415,1883,7431632,139602,2017-03-11 18:35:42
840370681858686976,17289,4889,7432291,139603,2017-03-11 01:15:58
840268004936019968,20247,6157,7431632,139602,2017-03-10 18:27:58
839990271299457024,14119,2469,7431632,139602,2017-03-10 00:04:21
839549326359670784,28928,8368,7431632,139602,2017-03-08 18:52:12
839290600511926273,0,154,7431632,139602,2017-03-08 01:44:07
839239871831150596,28597,7031,7431632,139602,2017-03-07 22:22:32
838952994649550848,20624,4273,7431632,139602,2017-03-07 03:22:35
838921590096166913,11743,2232,7431632,139602,2017-03-07 01:17:48
838916489579200512,0,36,7431632,139602,2017-03-07 00:57:32
838831947270979586,0,11906,7431632,139602,2017-03-06 19:21:35
838561493054533637,11482,1426,7431632,139602,2017-03-06 01:26:54
838476387338051585,23774,5192,7431632,139602,2017-03-05 19:48:43
838201503651401729,0,10879,7431632,139602,2017-03-05 01:36:26
838150277551247360,1768,354,7431632,139602,2017-03-04 22:12:52
838085839343206401,149,0,7431632,139602,2017-03-04 17:56:49
838083903487373313,18559,3396,7431632,139602,2017-03-04 17:49:08
837820167694528512,35990,8475,7431632,139602,2017-03-04 00:21:08
837482249356513284,4039,476,7431632,139602,2017-03-03 01:58:22
837471256429613056,13472,2474,7431632,139602,2017-03-03 01:14:41
837366284874571778,22259,5711,7431632,139602,2017-03-02 18:17:34
837110210464448512,16882,2584,7431632,139602,2017-03-02 01:20:01
836989968035819520,13405,2476,7431632,139602,2017-03-01 17:22:13
836753516572119041,20263,4979,7431632,139602,2017-03-01 01:42:39
836677758902222849,13289,2396,7431632,139602,2017-02-28 20:41:37
836648853927522308,0,592,7431632,139602,2017-02-28 18:46:45
836397794269200385,0,29816,7431632,139602,2017-02-28 02:09:08
836380477523124226,15509,3190,7431632,139602,2017-02-28 01:00:19
836260088725786625,22422,4632,7431632,139602,2017-02-27 17:01:56
836001077879255040,20160,4634,7431632,139602,2017-02-26 23:52:43
835685285446955009,0,8822,7431632,139602,2017-02-26 02:57:52
835574547218894849,18768,3912,7431632,139602,2017-02-25 19:37:50
835536468978302976,0,1841,7431632,139602,2017-02-25 17:06:32
835309094223372289,0,22722,7431632,139602,2017-02-25 02:03:02
835297930240217089,17311,3232,7431632,139602,2017-02-25 01:18:40
835264098648616962,8178,1841,7431632,139602,2017-02-24 23:04:14
835246439529840640,2206,78,7431632,139602,2017-02-24 21:54:03
835172783151792128,27581,6211,7431632,139602,2017-02-24 17:01:22
835152434251116546,23699,3259,7431632,139602,2017-02-24 15:40:31
834931633769889797,11441,1788,7431632,139602,2017-02-24 01:03:08
834786237630337024,22331,5924,7431632,139602,2017-02-23 15:25:23
834574053763584002,14460,2740,7431632,139602,2017-02-23 01:22:14
834477809192075265,0,11552,7431632,139602,2017-02-22 18:59:48
834458053273591808,10165,1813,7431632,139602,2017-02-22 17:41:18
834209720923721728,21762,5179,7431632,139602,2017-02-22 01:14:30
834167344700198914,16642,3932,7431632,139602,2017-02-21 22:26:07
834089966724603904,10608,2299,7431632,139602,2017-02-21 17:18:39
834086379323871233,13804,2401,7431632,139602,2017-02-21 17:04:24
833863086058651648,14165,2603,7431632,139602,2017-02-21 02:17:06
833826103416520705,16209,3724,7431632,139602,2017-02-20 23:50:09
833732339549220864,0,234,7431632,139602,2017-02-20 17:37:34
833722901757046785,21865,3477,7431632,139602,2017-02-20 17:00:04
833479644947025920,15704,2242,7431632,139602,2017-02-20 00:53:27
833124694597443584,21337,5245,7431632,139602,2017-02-19 01:23:00
832998151111966721,14056,2403,7431632,139602,2017-02-18 17:00:10
832769181346996225,0,40,7431632,139602,2017-02-18 01:50:19
832757312314028032,17789,3931,7431632,139602,2017-02-18 01:03:09
832682457690300417,12553,3184,7431632,139602,2017-02-17 20:05:43
832645525019123713,3085,563,7431632,139602,2017-02-17 17:38:57
832636094638288896,16778,3035,7431632,139602,2017-02-17 17:01:29
832397543355072512,12634,2411,7431632,139602,2017-02-17 01:13:34
832369877331693569,18144,3455,7431632,139602,2017-02-16 23:23:38
832273440279240704,11963,2526,7431632,139602,2017-02-16 17:00:25
832215909146226688,0,6716,7431632,139602,2017-02-16 13:11:49
832215726631055365,0,10178,7431632,139602,2017-02-16 13:11:05
832088576586297345,70,2,7431632,139602,2017-02-16 04:45:50
832040443403784192,0,10557,7431632,139602,2017-02-16 01:34:34
832032802820481025,18856,5041,7431632,139602,2017-02-16 01:04:13
831939777352105988,25401,6659,7431632,139602,2017-02-15 18:54:34
831926988323639298,361,35,7431632,139602,2017-02-15 18:03:45
831911600680497154,29265,7072,7431632,139602,2017-02-15 17:02:36
831670449226514432,11053,1969,7431632,139602,2017-02-15 01:04:21
831650051525054464,7603,2107,7431632,139602,2017-02-14 23:43:18
831552930092285952,9534,2488,7431632,139602,2017-02-14 17:17:22
831322785565769729,9731,1660,7431632,139602,2017-02-14 02:02:51
831315979191906304,6906,1212,7431632,139602,2017-02-14 01:35:49
831309418084069378,12413,2649,7431632,139602,2017-02-14 01:09:44
831262627380748289,12610,2229,7431632,139602,2017-02-13 22:03:49
830956169170665475,8443,1623,7431632,139602,2017-02-13 01:46:03
830583320585068544,70883,18306,7431632,139602,2017-02-12 01:04:29
830173239259324417,0,6200,7431632,139602,2017-02-10 21:54:58
830097400375152640,10411,3267,7431632,139602,2017-02-10 16:53:37
829878982036299777,0,5456,7431632,139602,2017-02-10 02:25:42
829861396166877184,12956,2128,7431632,139602,2017-02-10 01:15:49
829501995190984704,33670,11552,7431632,139602,2017-02-09 01:27:41
829449946868879360,11093,2205,7431633,139602,2017-02-08 22:00:52
829374341691346946,36706,10143,7431633,139602,2017-02-08 17:00:26
829141528400556032,25998,8071,7431633,139602,2017-02-08 01:35:19
829011960981237760,56214,17648,7431633,139602,2017-02-07 17:00:28
828801551087042563,0,3700,7431633,139602,2017-02-07 03:04:22
828770345708580865,27127,6397,7431633,139602,2017-02-07 01:00:22
828708714936930305,38852,12232,7431633,139602,2017-02-06 20:55:28
828650029636317184,10082,1468,7431633,139602,2017-02-06 17:02:17
828409743546925057,6675,1252,7431633,139602,2017-02-06 01:07:28
828408677031882754,8117,1398,7431633,139602,2017-02-06 01:03:14
828381636999917570,13403,2421,7431633,139602,2017-02-05 23:15:47
828376505180889089,7838,1157,7431633,139602,2017-02-05 22:55:23
828372645993398273,13301,3202,7431633,139602,2017-02-05 22:40:03
828361771580813312,2328,184,7431633,139602,2017-02-05 21:56:51
828046555563323392,12489,3115,7431633,139602,2017-02-05 01:04:17
828011680017821696,11005,2340,7431633,139602,2017-02-04 22:45:42
827933404142436356,21392,5694,7431633,139602,2017-02-04 17:34:40
827653905312006145,16382,3278,7431633,139602,2017-02-03 23:04:02
827600520311402496,7866,1032,7431633,139602,2017-02-03 19:31:54
827324948884643840,16875,3338,7431633,139602,2017-02-03 01:16:53
827199976799354881,11240,2447,7431633,139602,2017-02-02 17:00:17
826958653328592898,22913,5456,7431633,139602,2017-02-02 01:01:21
826848821049180160,38770,11154,7431633,139602,2017-02-01 17:44:55
826615380357632002,0,4306,7431633,139602,2017-02-01 02:17:19
826598799820865537,5434,277,7431633,139602,2017-02-01 01:11:25
826598365270007810,10714,2558,7431633,139602,2017-02-01 01:09:42
826476773533745153,19585,4578,7431633,139602,2017-01-31 17:06:32
826240494070030336,14107,2818,7431633,139602,2017-01-31 01:27:39
826204788643753985,5188,1017,7431633,139602,2017-01-30 23:05:46
826115272272650244,16661,3422,7431633,139602,2017-01-30 17:10:04
825876512159186944,11122,2039,7431633,139602,2017-01-30 01:21:19
825829644528148480,13553,2716,7431633,139602,2017-01-29 22:15:05
825535076884762624,55377,18772,7431633,139602,2017-01-29 02:44:34
825147591692263424,19472,4996,7431633,139602,2017-01-28 01:04:51
825120256414846976,0,1402,7431633,139602,2017-01-27 23:16:13
825026590719483904,6749,1402,7431633,139602,2017-01-27 17:04:02
824796380199809024,0,6002,7431633,139602,2017-01-27 01:49:15
824775126675836928,15926,3852,7431633,139602,2017-01-27 00:24:48
824663926340194305,10720,1897,7431633,139602,2017-01-26 17:02:56
824325613288833024,12540,11345,7431633,139602,2017-01-25 18:38:36
824297048279236611,16028,4229,7431633,139602,2017-01-25 16:45:05
824025158776213504,5081,646,7431633,139602,2017-01-24 22:44:42
823939628516474880,11336,2963,7431633,139602,2017-01-24 17:04:50
823719002937630720,0,12283,7431633,139602,2017-01-24 02:28:08
823699002998870016,13402,2645,7431633,139602,2017-01-24 01:08:40
823581115634085888,13892,2894,7431633,139602,2017-01-23 17:20:14
823333489516937216,742,29,7431633,139602,2017-01-23 00:56:15
823322678127919110,16766,4392,7431633,139602,2017-01-23 00:13:17
823269594223824897,0,10781,7431633,139602,2017-01-22 20:42:21
822975315408461824,18428,3764,7431633,139602,2017-01-22 01:12:59
822872901745569793,141056,47999,7431633,139602,2017-01-21 18:26:02
822859134160621569,14083,2495,7431633,139602,2017-01-21 17:31:20
822647212903690241,0,7034,7431633,139602,2017-01-21 03:29:14
822610361945911296,15736,3242,7431633,139602,2017-01-21 01:02:48
822489057087389700,19351,7034,7431633,139602,2017-01-20 17:00:46
822462944365645825,30384,16060,7431633,139602,2017-01-20 15:17:01
822244816520155136,37357,10781,7431633,139602,2017-01-20 00:50:15
822163064745328640,0,5263,7431633,139602,2017-01-19 19:25:24
821886076407029760,12116,2563,7431633,139602,2017-01-19 01:04:45
821813639212650496,0,3657,7431633,139602,2017-01-18 20:16:54
821765923262631936,8993,1823,7431633,139602,2017-01-18 17:07:18
821522889702862852,8561,1937,7431633,139602,2017-01-18 01:01:34
821421320206483457,0,6135,7431633,139602,2017-01-17 18:17:58
821407182352777218,12567,4770,7431633,139602,2017-01-17 17:21:47
821153421864615936,271,10,7431633,139602,2017-01-17 00:33:26
821149554670182400,9313,2207,7431633,139602,2017-01-17 00:18:04
821107785811234820,10236,2333,7431633,139602,2017-01-16 21:32:06
821044531881721856,13523,2510,7431633,139602,2017-01-16 17:20:45
820837357901512704,0,7338,7432292,139603,2017-01-16 03:37:31
820749716845686786,33691,10879,7431633,139602,2017-01-15 21:49:15
820690176645140481,13034,3540,7431633,139602,2017-01-15 17:52:40
820494788566847489,0,622,7431633,139602,2017-01-15 04:56:16
